entity1,entity1_type,relation,entity2,entity2_type,pdf_name,source
bcr::abl1,protein,dephosphorylation,crkl,protein,PMC11007435,"moreover, we observed that an increase in ex vivo imatinib resistance was correlated with a decreased amount of phosphorylated bcr::abl1/abl1 protein, total bcr::abl1/abl1 protein, phosphorylated crkl protein."
bcr::abl1,protein,dephosphorylation,stat5,protein,PMC11007435,"phosphorylated stat5 protein (rho = − 0.07; p = not significant), in (long-term cultured) pdx-expanded cells."
bcr::abl1,protein,dephosphorylation,crkl,protein,PMC11007435,"moreover, we observed that an increase in ex vivo imatinib resistance was correlated with a decreased amount of phosphorylated bcr::abl1/abl1 protein, total bcr::abl1/abl1 protein, phosphorylated crkl protein."
bcr::abl1,protein,dephosphorylation,stat5,protein,PMC11007435,"phosphorylated stat5 protein (rho = − 0.07; p = not significant), in (long-term cultured) pdx-expanded cells."
bcr::abl1,protein,dephosphorylation,crkl,protein,PMC11007435,"moreover, we observed that an increase in ex vivo imatinib resistance was correlated with a decreased amount of phosphorylated bcr::abl1/abl1 protein, total bcr::abl1/abl1 protein, phosphorylated crkl protein."
bcr::abl1,protein,dephosphorylation,stat5,protein,PMC11007435,"phosphorylated stat5 protein (rho = − 0.07; p = not significant), in (long-term cultured) pdx-expanded cells."
bcr::abl1,protein,dephosphorylation,crkl,protein,PMC11007435,"moreover, we observed that an increase in ex vivo imatinib resistance was correlated with a decreased amount of phosphorylated bcr::abl1/abl1 protein, total bcr::abl1/abl1 protein, phosphorylated crkl protein."
bcr::abl1,protein,dephosphorylation,stat5,protein,PMC11007435,"phosphorylated stat5 protein (rho = − 0.07; p = not significant), in (long-term cultured) pdx-expanded cells."
bcr::abl1,protein,dephosphorylation,crkl,protein,PMC11007435,"moreover, we observed that an increase in ex vivo imatinib resistance was correlated with a decreased amount of phosphorylated bcr::abl1/abl1 protein, total bcr::abl1/abl1 protein, phosphorylated crkl protein."
bcr::abl1,protein,dephosphorylation,stat5,protein,PMC11007435,"phosphorylated stat5 protein (rho = − 0.07; p = not significant), in (long-term cultured) pdx-expanded cells."
bcr::abl1,protein,dephosphorylation,crkl,protein,PMC11007435,"moreover, we observed that an increase in ex vivo imatinib resistance was correlated with a decreased amount of phosphorylated bcr::abl1/abl1 protein, total bcr::abl1/abl1 protein, phosphorylated crkl protein."
bcr::abl1,protein,dephosphorylation,stat5,protein,PMC11007435,"phosphorylated stat5 protein (rho = − 0.07; p = not significant), in (long-term cultured) pdx-expanded cells."
bcr::abl1,protein,dephosphorylation,crkl,protein,PMC11007435,"moreover, we observed that an increase in ex vivo imatinib resistance was correlated with a decreased amount of phosphorylated bcr::abl1/abl1 protein, total bcr::abl1/abl1 protein, phosphorylated crkl protein."
bcr::abl1,protein,dephosphorylation,stat5,protein,PMC11007435,"phosphorylated stat5 protein (rho = − 0.07; p = not significant), in (long-term cultured) pdx-expanded cells."
bcr::abl1,protein,dephosphorylation,crkl,protein,PMC11007435,"moreover, we observed that an increase in ex vivo imatinib resistance was correlated with a decreased amount of phosphorylated bcr::abl1/abl1 protein, total bcr::abl1/abl1 protein, phosphorylated crkl protein."
bcr::abl1,protein,dephosphorylation,stat5,protein,PMC11007435,"phosphorylated stat5 protein (rho = − 0.07; p = not significant), in (long-term cultured) pdx-expanded cells."
bcr::abl1,protein,dephosphorylation,crkl,protein,PMC11007435,"moreover, we observed that an increase in ex vivo imatinib resistance was correlated with a decreased amount of phosphorylated bcr::abl1/abl1 protein, total bcr::abl1/abl1 protein, phosphorylated crkl protein."
bcr::abl1,protein,dephosphorylation,stat5,protein,PMC11007435,"phosphorylated stat5 protein (rho = − 0.07; p = not significant), in (long-term cultured) pdx-expanded cells."
bcr::abl1,protein,dephosphorylation,crkl,protein,PMC11007435,"moreover, we observed that an increase in ex vivo imatinib resistance was correlated with a decreased amount of phosphorylated bcr::abl1/abl1 protein, total bcr::abl1/abl1 protein, phosphorylated crkl protein."
bcr::abl1,protein,dephosphorylation,stat5,protein,PMC11007435,"phosphorylated stat5 protein (rho = − 0.07; p = not significant), in (long-term cultured) pdx-expanded cells."
bcr::abl1,protein,dephosphorylation,crkl,protein,PMC11007435,"moreover, we observed that an increase in ex vivo imatinib resistance was correlated with a decreased amount of phosphorylated bcr::abl1/abl1 protein, total bcr::abl1/abl1 protein, phosphorylated crkl protein."
bcr::abl1,protein,dephosphorylation,stat5,protein,PMC11007435,"phosphorylated stat5 protein (rho = − 0.07; p = not significant), in (long-term cultured) pdx-expanded cells."
bcr::abl1,protein,dephosphorylation,crkl,protein,PMC11007435,"moreover, we observed that an increase in ex vivo imatinib resistance was correlated with a decreased amount of phosphorylated bcr::abl1/abl1 protein, total bcr::abl1/abl1 protein, phosphorylated crkl protein."
bcr::abl1,protein,dephosphorylation,stat5,protein,PMC11007435,"phosphorylated stat5 protein (rho = − 0.07; p = not significant), in (long-term cultured) pdx-expanded cells."
bcr::abl1,protein,dephosphorylation,crkl,protein,PMC11007435,"moreover, we observed that an increase in ex vivo imatinib resistance was correlated with a decreased amount of phosphorylated bcr::abl1/abl1 protein, total bcr::abl1/abl1 protein, phosphorylated crkl protein."
aspergillus fumigatus,organism,molecular interaction or relation,azoles,drug,PMC11005360,azoles are the primary antifungal drugs used to treat infections caused by aspergillus fumigatus.
aspergillus fumigatus,organism,missing interaction,azole resistance,phenotype,PMC11005360,azole resistance in the human fungal pathogen aspergillus fumigatus presents a global public health challenge.
cyp51a,gene,molecular interaction or relation,azole resistance,phenotype,PMC11005360,one of the major mechanisms of resistance is associated with mutations in the cyp51a gene that involve tandem repeats (tr) in the promoter region in combination with point mutations in the coding sequence of the cyp51a gene.
cyp51a,gene,missing interaction,conidial germination,biological process,PMC11005360,"interestingly, we found that 10 out of the 15 azole-resistant environmental isolates showed a significant reduction in colony-forming units (cfu) when cultured in azole-containing media over generations."
cyp51a,gene,missing interaction,competitive fitness,phenotype,PMC11005360,these results suggested that fitness cost may significantly influence the dynamics of azole resistance.
cyp51a,gene,missing interaction,azole-free environments,environment,PMC11005360,"these results suggest that fitness cost may significantly influence the dynamics of azole resistance, which ultimately contributes to the low prevalence of azole-resistant a. fumigatus isolates in the environment and clinic."
cyp51a,gene,missing interaction,conidial germination rates,biological process,PMC11005360,"specifically, we found that 10 out of 11 resistant isolates displayed a slower germination rate compared to the susceptible strains, while those with increased fitness exhibited a faster germination rate than that of susceptible strains."
cyp51a,gene,missing interaction,development-related processes,biological process,PMC11005360,"instead, we concluded that the occurrence of fitness cost in naturally isolated resistant isolates might be associated with mutations that affected conidial germination rates or other unknown development-related processes during long-term azole treatment."
cyp51a,gene,missing interaction,azole resistance,phenotype,PMC11005360,"our observation reveals the variation in competitive fitness among azole-resistant a. fumigatus isolates, highlighting the significant role of fitness cost in the spread of resistant strains."
cyp51a,gene,missing interaction,wild-type cyp51a gene,gene,PMC11005360,"by reintroducing the wild-type cyp51a gene into the azole-resistant strains, we demonstrated that fitness cost is not directly dependent on cyp51a mutations but is instead associated with the evolution of variable mutations related to conidial germination or other unknown development-related processes."
cyp51a,gene,missing interaction,parental azole-susceptible strain,organism,PMC11005360,"by constructing in situ cyp51a mutations in a parental azole-susceptible strain and reintroducing the wild-type cyp51a gene into the azole-resistant strains, we demonstrated that fitness cost is not directly dependent on cyp51a mutations but is instead associated with the evolution of variable mutations related to conidial germination or other unknown development-related processes."
cyp51a,gene,missing interaction,conidial germination,biological process,PMC11005360,"interestingly, we found that 10 out of the 15 azole-resistant environmental isolates showed a significant reduction in colony-forming units (cfu) when cultured in azole-containing media over generations."
cyp51a,gene,missing interaction,competitive fitness,phenotype,PMC11005360,these results suggested that fitness cost may significantly influence the dynamics of azole resistance.
